"№","Название","ID игры","Платформа","Предзаказ","Обычная цена","Скидка %","Новая цена","Дата окончания","Цены изданий","Рус. озвучка","Рус. текст","Подписки","Ссылка","Дата релиза","Жанр","PEGI"
"1705","SAMURAI WARRIORS 4-II","CUSA02855","PS4","Нет","1.749,00 TL","70%","524,70 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/229580","2015-10-30","Action","PEGI_16"
"sale_1789623909560_328","NOBUNAGA'S AMBITION: Awakening","—","—","Нет","2.579,00 TL","35%","1.676,35 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"2431","Hairdresser Simulator","PPSA23595","PS5","Нет","499,00 TL","45%","274,45 TL","2026-09-29","Hairdresser Simulator: 499,00 TL; Hairdresser Builder Bundle: 1.229,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10010160","2024-07-25","Simulator","PEGI_3"
"1776","I Was a Teenage Exocolonist","PPSA08519","PS4, PS5","Нет","1.079,00 TL","50%","539,50 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10005431","2022-08-25","Role Playing Games","PEGI_12"
"1380","The Coma 3: Bloodlines","PPSA36381","PS4, PS5","Нет","649,00 TL","20%","519,20 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10018797","2026-04-30","Adventure","PEGI_12"
"2524","Kona","PPSA05383","PS4, PS5","Нет","525,00 TL","85%","78,75 TL","2026-09-29","Kona VR Bundle: 139,80 TL; Kona: 525,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/227161","2021-12-07","Adventure","PEGI_16"
"sale_1789623910239_334","Urban Myth Dissolution Center","—","—","Нет","849,00 TL","30%","594,30 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"6394","Egypt City Builder","CUSA55861","PS4","Нет","649,00 TL","45%","356,95 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10016167","2025-08-28","Casual","PEGI_12"
"3507","Ultros","PPSA14348","PS4, PS5","Нет","879,00 TL","75%","219,75 TL","2026-09-29","Ultros (PS4 & PS5): 879,00 TL; Deluxe Edition: 1.199,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10003373","2024-02-12","Adventure","PEGI_16"
"sale_1789623910772_337","Shatterline","—","—","Нет","849,00 TL","50%","424,50 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"6500","Eternal Exodus","PPSA37008","PS4, PS5","Нет","849,00 TL","25%","636,75 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/234280","2026-04-11","Role Playing Games","PEGI_7"
"sale_1789623911232_339","Love is all around 2","—","—","Нет","649,00 TL","20%","519,20 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623911562_340","Ys X: Nordics","—","—","Нет","2.099,00 TL","30%","1.469,30 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"2263","The Legacy of Griselda","PPSA35248","PS5","Нет","649,00 TL","25%","486,75 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10018001","2026-02-19","Role Playing Games","PEGI_7"
"1367","WARRIORS ALL-STARS","CUSA07903","PS4","Нет","2.099,00 TL","80%","419,80 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/227168","2017-09-29","Action","PEGI_12"
"1738","TCG Card Market Simulator","PPSA31410","PS5","Нет","274,50 TL","60%","182,00 TL","2026-09-29","TCG Card Market Simulator: 274,50 TL; TCG Card Market Simulator: 455,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10012498","2025-08-21","Strategy","PEGI_3"
"sale_1789623911999_344","Blizzard","—","—","Нет","999,00 TL","50%","499,50 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"7056","Goodnight Universe","PPSA29727","PS5","Нет","849,00 TL","30%","594,30 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10014923","2025-11-11","Adventure","PEGI_12"
"2186","Masters Bowling HD","PPSA29514","PS5","Нет","349,00 TL","30%","244,30 TL","2026-09-29","Masters Bowling HD: 349,00 TL; Masters Bowling HD: 349,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10014826","2025-04-04","Sport","PEGI_3"
"2268","Scott Pilgrim vs. The World: The Game","CUSA20078","PS4","Нет","649,00 TL","60%","259,60 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10000698","2021-01-13","Unique","PEGI_12"
"2505","World Cup Soccer 2026","PPSA29718","PS5","Нет","245,00 TL","30%","171,50 TL","2026-09-29","World Cup Soccer 2026: 245,00 TL; World Cup Soccer 2026: 245,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10014906","2025-04-11","Sport","PEGI_3"
"sale_1789623912610_349","Valentino Rossi The Game","—","—","Нет","649,00 TL","90%","64,90 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623912940_350","Pro Formula Racing","—","—","Нет","349,00 TL","30%","244,30 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"1358","Top Gun Global War","PPSA34573","PS5","Нет","849,00 TL","30%","594,30 TL","2026-09-29","Top Gun Global War: 849,00 TL; Top Gun Global War: 849,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10017701","2025-11-28","Simulation","PEGI_12"
"2472","TOSS!","PPSA16099","PS5","Нет","429,00 TL","70%","128,70 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10008232","2023-09-07","Action","PEGI_3"
"sale_1789623913346_353","Oxide Room 208","—","—","Нет","1.499,00 TL","50%","749,50 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"6818","Fossilfuel 2","PPSA26091","PS5","Нет","699,00 TL","30%","489,30 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10012556","2024-11-29","Horror","PEGI_18"
"7879","Laika: Aged Through Blood","PPSA17775","PS4, PS5","Нет","699,00 TL","75%","174,75 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10008824","2023-12-05","Adventure","PEGI_16"
"5981","DEATH NOTE Killer Within","PPSA18709","PS4, PS5","Нет","429,00 TL","50%","214,50 TL","2026-09-29","DEATH NOTE Killer Within: 429,00 TL; Special Edition: 849,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10009279","2024-11-05","Strategy","PEGI_12"
"sale_1789623914103_357","Sweet Surrender","—","—","Нет","1.079,00 TL","40%","647,40 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"3346","Gangs of Sherwood","PPSA09255","PS5","Нет","1.049,00 TL","80%","209,80 TL","2026-09-29","Lionheart Edition: 1.399,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10005683","2023-11-30","Action","PEGI_16"
"sale_1789623914528_359","Love Too Easily 2: Summer Pocha","—","—","Нет","849,00 TL","30%","594,30 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"3176","Mouse Trap - The Board Game","CUSA44632","PS4","Нет","489,00 TL","70%","146,70 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10008969","2023-10-23","Family","PEGI_3"
"1750","SAMURAI SHODOWN","CUSA15963","PS4","Нет","2.099,00 TL","85%","262,35 TL","2026-09-29","SAMURAI SHODOWN: 2.099,00 TL; SAMURAI SHODOWN DELUXE EDITION: 2.999,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/234055","2019-06-30","Action","PEGI_16"
"sale_1789623914968_362","Neptunia ReVerse","—","—","Нет","1.749,00 TL","65%","612,15 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"1538","Rookie Boxing","PPSA26544","PS5","Нет","349,00 TL","30%","244,30 TL","2026-09-29","Rookie Boxing: 349,00 TL; Rookie Boxing: 349,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10012918","2024-10-25","Sport","PEGI_12"
"2224","THE KING OF FIGHTERS '98 ULTIMATE MATCH","CUSA04159","PS4","Нет","649,00 TL","85%","97,35 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/219727","2018-03-20","Fighting","PEGI_12"
"1546","BlazeRush","CUSA01813","PS4","Нет","349,00 TL","60%","139,60 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/200518","2015-12-14","Arcade","PEGI_7"
"1980","Easy Flight Simulator 2","PPSA33796","PS5","Нет","429,00 TL","30%","300,30 TL","2026-09-29","Easy Flight Simulator 2: 429,00 TL; Easy Flight Simulator 2: 429,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10017217","2025-10-31","Simulation","PEGI_3"
"3092","Grass Cutting Simulator: Lawn Mowing Care","CUSA49413","PS4","Нет","455,00 TL","70%","136,50 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10011416","2024-08-08","Family","PEGI_3"
"4067","A Gummy's Life","PPSA04347","PS4, PS5","Нет","699,00 TL","70%","209,70 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/232894","2021-09-23","Fighting","PEGI_7"
"sale_1789623915610_369","Samurai Academy: Paws of Fury","—","—","Нет","1.079,00 TL","35%","701,35 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623915936_370","Streets of Rogue","—","—","Нет","699,00 TL","75%","174,75 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"2244","Enclave HD","PPSA06844","PS4, PS5","Нет","849,00 TL","60%","339,60 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10003459","2023-12-05","Adventure","PEGI_18"
"997","SAMURAI MAIDEN","PPSA08900","PS4, PS5","Нет","2.099,00 TL","55%","944,55 TL","2026-09-29","Standard Edition: 2.099,00 TL; Deluxe Edition: 2.619,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10001987","2022-12-07","Action","PEGI_12"
"sale_1789623916328_373","My Life: Riding Stables 3","—","—","Нет","1.049,00 TL","40%","629,40 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"7794","Kingdom's Return: Time-Eating Fruit and the Ancient Monster","PPSA34247","PS5","Нет","549,00 TL","25%","411,75 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10017494","2026-04-22","Action","PEGI_3"
"sale_1789623916813_375","SAMURAI WARRIORS: Spirit of Sanada","—","—","Нет","1.749,00 TL","60%","699,60 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"1662","Defense Grid 2","CUSA00565","PS4","Нет","629,00 TL","60%","251,60 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/200917","2014-09-30","Strategy","PEGI_12"
"3869","9 Monkeys of Shaolin","CUSA16644","PS4","Нет","849,00 TL","75%","212,25 TL","2026-09-29","9 Monkeys of Shaolin: 849,00 TL","Да","Да","","https://store.playstation.com/en-tr/concept/232395","2020-10-16","Action","PEGI_12"
"5296","Card-en-Ciel","PPSA22748","PS5","Нет","769,00 TL","50%","384,50 TL","2026-09-29","Card-en-Ciel: 769,00 TL; Card-en-Ciel: 769,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10010876","2024-10-23","Role Playing Games","PEGI_12"
"2483","BloodRayne Betrayal: Fresh Bites","PPSA03365","PS4, PS5","Нет","849,00 TL","60%","339,60 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10002331","2021-09-09","Fighting","PEGI_16"
"sale_1789623917408_380","SaGa Emerald Beyond","—","—","Нет","1.749,00 TL","60%","699,60 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623917736_381","The Wonderful 101","—","—","Нет","999,00 TL","55%","449,55 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"2743","Emily Wants to Play","CUSA06672","PS4","Нет","257,00 TL","50%","128,50 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/217065","2016-10-25","Action","PEGI_12"
"2247","Five Dates","PPSA15899","PS4, PS5","Нет","529,00 TL","60%","211,60 TL","2026-09-29","Love FMV: 350,00 TL; Five Dates: 529,00 TL; FMV Comedy Bundle: 1.031,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10001740","2023-05-29","Adventure","PEGI_16"
"sale_1789623918162_384","Shantae and the Pirate's Curse","—","—","Нет","849,00 TL","50%","424,50 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"7981","Lil' Guardsman","PPSA15881","PS4, PS5","Нет","699,00 TL","75%","174,75 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10004939","2024-01-23","Unique","PEGI_12"
"sale_1789623918643_386","The Inheritance of Crimson Manor","—","—","Нет","629,00 TL","81%","119,51 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623918973_387","Trinity Fusion","—","—","Нет","849,00 TL","70%","254,70 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623919298_388","Sticky Business","—","—","Нет","349,00 TL","50%","174,50 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"4959","Bibi & Tina – New adventures with horses","PPSA04955","PS5","Нет","699,00 TL","40%","419,40 TL","2026-09-29","Bibi & Tina – New adventures with horses: 699,00 TL; Bibi & Tina – New adventures with horses: 699,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10003639","2022-04-14","Family","PEGI_3"
"2822","Punch Club","CUSA05472","PS4","Нет","349,00 TL","75%","87,25 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/221770","2017-03-30","Strategy","PEGI_12"
"4877","Baseball Dreams VR","PPSA25024","PS5","Нет","1.079,00 TL","40%","647,40 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10012013","2025-10-28","Sport","PEGI_3"
"1097","The Last Camp","PPSA26287","PS5","Нет","1.079,00 TL","30%","755,30 TL","2026-09-29","The Last Camp: 1.079,00 TL; Ultimate Edition: 1.299,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10012732","2025-07-11","Shooter","PEGI_16"
"2932","Windbound","CUSA17774","PS4","Нет","699,00 TL","85%","104,85 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/235103","2020-09-10","Adventure","PEGI_12"
"3231","Easy Flight Simulator","CUSA45118","PS4","Нет","175,00 TL","30%","122,50 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10009168","2023-08-18","Simulation","PEGI_3"
"sale_1789623920036_395","Xtreme Drift Racing Simulator","—","—","Нет","429,00 TL","30%","300,30 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"2971","Treasure Hunter Simulator","CUSA26876","PS4","Нет","349,00 TL","65%","122,15 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10002433","2021-07-01","Simulator","PEGI_3"
"1260","Not For Broadcast","CUSA30757","PS4","Нет","875,00 TL","75%","218,75 TL","2026-09-29","Standard Edition: 875,00 TL; Complete Edition: 1.399,00 TL","Да","Да","","https://store.playstation.com/en-tr/concept/10003940","2023-03-23","Simulation","PEGI_18"
"1260","Not For Broadcast","CUSA30757","PS4","Нет","875,00 TL","75%","218,75 TL","2026-09-29","Standard Edition: 875,00 TL; Complete Edition: 1.399,00 TL","Да","Да","","https://store.playstation.com/en-tr/concept/10003940","2023-03-23","Simulation","PEGI_18"
"6057","Desert Storm War FPS","PPSA36261","PS5","Нет","687,00 TL","30%","480,90 TL","2026-09-29","Desert Storm War FPS: 687,00 TL; Desert Storm War FPS: 687,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10018716","2026-02-27","Action","PEGI_16"
"4865","Barista Simulator","PPSA24296","PS5","Нет","849,00 TL","70%","254,70 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10011654","2025-03-19","Simulation","PEGI_12"
"sale_1789623920836_400","Noctuary","—","—","Нет","879,00 TL","40%","527,40 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"3836","34 Sports Games","PPSA21712","PS4, PS5","Нет","1.299,00 TL","70%","389,70 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10010460","2024-06-28","Sport","PEGI_7"
"1252","Felix the Cat","PPSA19226","PS4, PS5","Нет","879,00 TL","50%","439,50 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10009450","2024-03-27","Action","PEGI_3"
"5980","Deathsmiles I･II","CUSA30026","PS4","Нет","1.749,00 TL","40%","1.049,40 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10000616","2021-12-15","Shooter","PEGI_12"
"1843","Bridge Constructor Studio","PPSA28582","PS4, PS5","Нет","515,00 TL","50%","257,50 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10014245","2025-07-17","Puzzle","PEGI_3"
"7862","Labyrinth","PPSA15298","PS5","Нет","699,00 TL","50%","349,50 TL","2026-09-29","Labyrinth: 699,00 TL; Junior Labyrinth: 429,00 TL; Labyrinth: 699,00 TL; Junior Labyrinth: 429,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10007938","2023-09-13","Casual","PEGI_3"
"6070","Devil Jam","PPSA33636","PS5","Нет","343,00 TL","40%","205,80 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10017129","2026-03-25","Action","PEGI_12"
"4906","Beat Hazard Arcade","PPSA26613","PS5","Нет","649,00 TL","60%","259,60 TL","2026-09-29","Standard: 649,00 TL; Standard: 649,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10011890","2025-09-23","Shooter","PEGI_7"
"3188","PAC-MAN CHAMPIONSHIP EDITION 2","CUSA04944","PS4","Нет","549,00 TL","65%","192,15 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/222879","2016-09-12","Arcade","PEGI_3"
"sale_1789623921871_409","ToeJam & Earl: Back in the Groove!","—","—","Нет","559,00 TL","35%","363,35 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"2194","Rookie Table Tennis","PPSA27972","PS5","Нет","349,00 TL","30%","244,30 TL","2026-09-29","Rookie Table Tennis: 349,00 TL; Rookie Table Tennis: 349,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10013825","2025-01-17","Sport","PEGI_3"
"4820","Backrooms: Partygoers","PPSA24592","PS4, PS5","Нет","419,00 TL","60%","167,60 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10011798","2024-10-28","Horror","PEGI_16"
"sale_1789623922338_412","RAGER","—","—","Нет","730,00 TL","25%","547,50 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623922665_413","Titan Souls","—","—","Нет","649,00 TL","80%","129,80 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"6432","Emily Wants to Play Too","CUSA11528","PS4","Нет","343,00 TL","50%","171,50 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/231838","2018-04-23","Action","PEGI_12"
"sale_1789623923124_415","RollerCoaster Legends II: Thor's Hammer","—","—","Нет","257,00 TL","10%","231,30 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623923452_416","Stay Still","—","—","Нет","429,00 TL","40%","257,40 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623923778_417","Nelke & the Legendary Alchemists ~Ateliers of the New World~","—","—","Нет","2.099,00 TL","77%","482,77 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"5312","C.A.R.D.S. RPG: The Misty Battlefield","PPSA19031","PS4, PS5","Нет","1.399,00 TL","60%","559,60 TL","2026-09-29","C.A.R.D.S. RPG: The Misty Battlefield PS4 & PS5: 1.399,00 TL; Deluxe Edition: 1.749,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10009379","2024-05-23","Strategy","PEGI_7"
"4630","ARCADE GAME SERIES: GALAGA","CUSA03865","PS4","Нет","139,00 TL","50%","69,50 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/218739","2016-04-20","Arcade","PEGI_3"
"sale_1789623924304_420","Symphonia","—","—","Нет","699,00 TL","60%","279,60 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"2701","Valkyria Revolution","CUSA06995","PS4","Нет","699,00 TL","80%","139,80 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/217720","2017-06-29","Action","PEGI_16"
"sale_1789623924687_422","The Bike - Moto Ride Simulator","—","—","Нет","525,00 TL","35%","341,25 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623925012_423","South of the Circle","—","—","Нет","549,00 TL","70%","164,70 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"2785","Masters Pool HD","PPSA30486","PS5","Нет","175,00 TL","30%","122,50 TL","2026-09-29","Masters Pool HD: 175,00 TL; Masters Pool HD: 175,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10015353","2025-05-23","Simulation","PEGI_3"
"4628","Arcade Classics","CUSA15189","PS4","Нет","699,00 TL","60%","279,60 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/234006","2019-04-17","Shooter","PEGI_7"
"sale_1789623925489_426","The Sinking Forest - 沈んだ森","—","—","Нет","549,00 TL","60%","219,60 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"2047","Summer Games Beach Volley","PPSA23212","PS5","Нет","279,00 TL","30%","195,30 TL","2026-09-29","Summer Games Beach Volley: 279,00 TL; Summer Games Beach Volley: 279,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10011004","2024-07-05","Sport","PEGI_3"
"4942","Best Served Cold","PPSA29064","PS5","Нет","774,00 TL","40%","464,40 TL","2026-09-29","Best Served Cold: 774,00 TL; Best Served Cold: 774,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10014537","2025-07-09","Adventure","PEGI_16"
"6862","Fuga: Melodies of Steel","PPSA03703","PS4, PS5","Нет","1.749,00 TL","50%","874,50 TL","2026-09-29","Standard Edition: 1.749,00 TL; Fuga: Melodies of Steel 1 & 2 - Double Pack: 3.249,00 TL; Ultimate Edition: 2.999,00 TL; Deluxe Edition: 2.579,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10001520","2021-09-22","Role Playing Games","PEGI_16"
"7287","Heroine Anthem Zero 2 : Scalescars Oath","PPSA14192","PS5","Нет","1.949,00 TL","40%","1.005,60 TL","2026-09-29","Heroine Anthem Zero 2 : Scalescars Oath: 1.949,00 TL; Heroine Anthem Zero 2 : Scalescars Oath: 1.676,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10001779","2024-02-22","Role Playing Games","PEGI_12"
"7416","House","PPSA18827","PS5","Нет","601,00 TL","50%","300,50 TL","2026-09-29","House: 601,00 TL; House: 601,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10009303","2024-03-28","Horror","PEGI_16"
"sale_1789623926411_432","Vanity Fair: The Pursuit","—","—","Нет","525,00 TL","50%","262,50 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"3313","Before We Leave","PPSA05367","PS4, PS5","Нет","629,00 TL","75%","157,25 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10003780","2022-04-04","Simulation","PEGI_7"
"5685","Cozy Gardener Simulator","CUSA57136","PS4","Нет","649,00 TL","40%","389,40 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10017288","2026-01-21","Adventure","PEGI_3"
"1916","Crosak","PPSA34484","PS5","Нет","774,00 TL","40%","464,40 TL","2026-09-29","Crosak: 774,00 TL; Crosak: 649,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10017637","2025-11-28","Family","PEGI_3"
"6621","Fantasy General II: Invasion","CUSA18256","PS4","Нет","1.149,00 TL","70%","344,70 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/235365","2020-07-29","Strategy","PEGI_12"
"2684","SENRAN KAGURA Peach Beach Splash","CUSA08343","PS4","Нет","157,35 TL","85%","209,85 TL","2026-09-29","SENRAN KAGURA Peach Beach Splash Sexy Soaker Edition: 1.399,00 TL; SENRAN KAGURA Peach Beach Splash: 157,35 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/222006","2017-09-21","Shooter","PEGI_16"
"6247","Dreamscapes - Nightmare's Heir","PPSA24217","PS5","Нет","849,00 TL","20%","679,20 TL","2026-09-29","Dreamscapes - Nightmare's Heir: 849,00 TL; Dreamscapes - Nightmare's Heir: 649,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10011608","2026-01-15","Adventure","PEGI_12"
"sale_1789623927448_439","Survivor Mercs","—","—","Нет","515,00 TL","50%","257,50 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"1977","Formula Uno Racing","PPSA34014","PS5","Нет","429,00 TL","30%","300,30 TL","2026-09-29","Formula Uno Racing: 429,00 TL; Formula Uno Racing: 429,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10017333","2025-10-24","Driving/Racing","PEGI_3"
"sale_1789623927816_441","Mercenaries Lament: Requiem of the Silver Wolf","—","—","Нет","849,00 TL","30%","594,30 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"3187","KUUKIYOMI: Consider It!","CUSA20629","PS4","Нет","193,00 TL","50%","96,50 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10001438","2020-09-27","Party","PEGI_12"
"1817","Mega Man","CUSA02521","PS4","Нет","525,00 TL","68%","559,68 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/202697","2015-08-24","Action","PEGI_7"
"1817","Mega Man","CUSA02521","PS4","Нет","525,00 TL","68%","559,68 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/202697","2015-08-24","Action","PEGI_7"
"5460","Chasm: The Rift","PPSA13990","PS4, PS5","Нет","849,00 TL","75%","212,25 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10007462","2023-05-18","Action","PEGI_16"
"2609","Highway Roads Racer","PPSA35979","PS5","Нет","215,00 TL","30%","150,50 TL","2026-09-29","Highway Roads Racer: 215,00 TL; Highway Roads Racer: 215,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10018550","2026-02-06","Driving/Racing","PEGI_12"
"2317","Wilmot's Warehouse","CUSA25303","PS4","Нет","601,00 TL","50%","300,50 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10001208","2021-02-09","Family","PEGI_3"
"6129","Dolmen","PPSA03418","PS4, PS5","Нет","699,00 TL","80%","139,80 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10002698","2022-05-19","Action","PEGI_16"
"5450","Centum","PPSA26477","PS5","Нет","649,00 TL","40%","389,40 TL","2026-09-29","Centum: 649,00 TL; Centum: 649,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10012850","2025-03-11","Role Playing Games","PEGI_16"
"sale_1789623929055_450","The Coma 2: Vicious Sisters","—","—","Нет","529,00 TL","80%","105,80 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"6848","Fruits Slot Machine","PPSA38263","PS5","Нет","171,00 TL","30%","119,70 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10019865","2026-06-05","Casual","PEGI_18"
"sale_1789623929520_452","YEAH! YOU WANT \THOSE GAMES","—","—","Нет","30%","\ RIGHT? SO HERE YOU GO! NOW, LET'S SEE YOU CLEAR THEM! 2","249,00 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
