id,gameId,name,publisher,platforms,preorder,price0,edition_prices,edition_names,hasRusVoice,hasRusText,subscriptions,url,releaseDate,genre,pegi,content,isDemo,imageCount
41,PPSA26786,"Indiana Jones and the Great Circle","Bethesda","PS5",Нет,2.299,00 TL,"Standard Edition: Game Trial; Premium Edition: 3.280,00 TL","Standard Edition; Premium Edition",Нет,Да,"",https://store.playstation.com/en-tr/concept/10012238,2025-04-17,"Adventure",PEGI_16,"Indiana Jones and the Great Circle™; The Order of Giants Story DLC; Digital Artbook; Temple of Doom™ Outfit",—,16
42,PPSA32718,"Grounded 2","Microsoft Corporation","PS5",Нет,1.299,00 TL,"Grounded 2: 1.299,00 TL; Grounded 2: Founder's Edition: 1.699,00 TL","Grounded 2; Grounded 2: Founder's Edition",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10016651,2026-08-11,"Adventure",PEGI_12,"Base game; Four premium skins; Digital Artbook & Soundtrack",—,18
43,PPSA01316,"Gran Turismo™ 7","Sony Interactive Entertainment","PS4, PS5",Нет,1.999,00 TL,"Standard Edition: 1.999,00 TL; Standard Edition: 2.499,00 TL; Digital Deluxe Edition: 4.299,00 TL","Standard Edition; Standard Edition; Digital Deluxe Edition",Нет,Да,"",https://store.playstation.com/en-tr/concept/10000956,2022-03-03,"Driving/Racing",PEGI_3,"Gran Turismo™ 7; PS4® & PS5® entitlement; 750,000 CR (in-game credit); Dual PS4® & PS5® entitlement; 1,500,000 CR (in-game credit); 2,000,000 CR (in-game credit); Special Toyota GR Yaris; 30 Avatars; Official Soundtrack",—,18
44,PPSA28336,"S.T.A.L.K.E.R. 2: Heart of Chornobyl","GSC Game World Global LTD","PS5",Нет,1.805,30 TL,"Standard Edition: 1.805,30 TL; Deluxe Edition: 2.414,30 TL; Ultimate Edition: 3.324,30 TL","Standard Edition; Deluxe Edition; Ultimate Edition",Нет,Да,"",https://store.playstation.com/en-tr/concept/10014084,2025-11-20,"Adventure",PEGI_18,"S.T.A.L.K.E.R. 2: Heart of Chornobyl; Deluxe Weapons & Suit Pack; Bonus Side Quest; Artbook and Soundtrack application; Ultimate Weapons & Suit Pack; Season Pass; Artbook & Soundtrack",—,17
45,CUSA14876,"Crash™ Team Racing Nitro-Fueled","Activision Blizzard Int'l BV","PS4",Нет,2.349,00 TL,"Crash™ Team Racing Nitro-Fueled - Nitros Oxide Edition: 2.799,00 TL; Crash™ Team Racing Nitro-Fueled + Spyro™ Game Bundle: 429,00 TL; Crash™ Team Racing Nitro-Fueled: 2.349,00 TL; Crash™ + Spyro™ Triple Play Bundle: 588,82 TL; Crash Bandicoot™ Bundle - N. Sane Trilogy + CTR Nitro-Fueled: 436,27 TL","Crash™ Team Racing Nitro-Fueled - Nitros Oxide Edition; Crash™ Team Racing Nitro-Fueled + Spyro™ Game Bundle; Crash™ Team Racing Nitro-Fueled; Crash™ + Spyro™ Triple Play Bundle; Crash Bandicoot™ Bundle - N. Sane Trilogy + CTR Nitro-Fueled",Нет,Нет,"",https://store.playstation.com/en-tr/concept/233410,2019-07-07,"Driving/Racing",PEGI_3,"Стандартное издание",—,14
46,PPSA34008,"Mortal Shell II","Playstack Limited","PS5",Да,2.149,00 TL,"Open Beta: Free; Mortal Shell II: 2.149,00 TL; Devout Edition: 2.579,00 TL","Open Beta; Mortal Shell II; Devout Edition",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10010058,2026-08-20,"Action",PEGI_18,"Flayed Harbinger Bonus; Mortal Shell II; Skeletal Harbinger [Pre-order bonus]; Obsidian Harbinger [Pre-order bonus]; Up to 72 hours Advanced Access; Mortal Shell II Devout Edition Upgrade",—,18
47,PPSA21704,"Kingdom Come: Deliverance II Royal Edition","Deep Silver","PS5",Нет,3.149,00 TL,"Kingdom Come: Deliverance II: Game Trial; Royal Edition: 3.149,00 TL; Saga Bundle: 4.299,00 TL","Kingdom Come: Deliverance II; Royal Edition; Saga Bundle",Нет,Да,"",https://store.playstation.com/en-tr/concept/10006210,2025-02-04,"Role Playing Games",PEGI_18,"Expansion Pass; Gallant Huntsman’s Kit; The Lion’s Crest; Brushes with Death; Legacy of the Forge; Mysteria Ecclesiae; KCDII Base Game; KCDI Royal Edition; KCDII The Lion’s Crest; KCDII Gallant Huntsman's Kit; KCDII Expansion Pass",—,18
48,PPSA15508,"The Last of Us™ Part II Remastered","Sony Interactive Entertainment","PS5",Нет,2.149,00 TL,"Standard Edition: Included; The Last of Us Part II: Included; The Last of Us Part II Digital Deluxe Edition: 1.749,00 TL","Standard Edition; The Last of Us Part II; The Last of Us Part II Digital Deluxe Edition",Да,Да,"PS Plus Extra",https://store.playstation.com/en-tr/concept/230079,2024-01-18,"Adventure",PEGI_18,"The Last of Us Part II Remastered game; The Last Of Us Part II; Digital Soundtrack; Digital Mini Art Book; PS4 Dynamic Theme; Set Of 6 PSN Avatars",—,12
49,PPSA04609,"ELDEN RING PS4 & PS5","BANDAI NAMCO ENTERTAINMENT EUROPE","PS4, PS5",Нет,1.499,00 TL,"Standard Edition: 1.499,00 TL; SOTE Edition: 3.449,00 TL; ELDEN RING Shadow of the Erdtree Premium Bundle PS4 & PS5: 2.149,00 TL; SOTE Deluxe Edition: 4.299,00 TL","Standard Edition; SOTE Edition; ELDEN RING Shadow of the Erdtree Premium Bundle PS4 & PS5; SOTE Deluxe Edition",Нет,Да,"",https://store.playstation.com/en-tr/concept/10000333,2022-02-24,"Role Playing Games",PEGI_16,"ELDEN RING; Shadow of the Erdtree expansion; Digital Artbook & OST; SOTE Digital Artbook & OST",—,17
50,CUSA09216,"The Sims™ 4","EA Swiss Sarl","PS4",Нет,Not available for purchase,"The Sims™ 4 EA Play Edition: Not available for purchase; The Sims™ 4: Free","The Sims™ 4 EA Play Edition; The Sims™ 4",Нет,Да,"EA Access",https://store.playstation.com/en-tr/concept/228857,2017-11-16,"Simulation",PEGI_12,"Стандартное издание",—,10
51,PPSA07821,"Overwatch®","Blizzard Entertainment, Inc.","PS5",Нет,Free,"Overwatch®: Free; Overwatch®: Free","Overwatch®; Overwatch®",Да,Да,"",https://store.playstation.com/en-tr/concept/216627,2022-10-04,"Shooter",PEGI_12,"Стандартное издание",—,17
52,PPSA20560,"DOOM: The Dark Ages","Bethesda","PS5",Нет,2.299,00 TL,"Standard Edition: Game Trial; Premium Edition: 3.280,00 TL","Standard Edition; Premium Edition",Да,Да,"",https://store.playstation.com/en-tr/concept/10009984,2025-05-15,"Shooter",PEGI_18,"DOOM: The Dark Ages; Campaign Add On; Digital Artbook & Soundtrack; Divinity Skin Pack",—,13
53,PPSA10408,"The Witcher 3: Wild Hunt","CD PROJEKT SA","PS4, PS5",Нет,254,00 TL,"The Witcher 3: Wild Hunt – Complete Edition: 999,00 TL; The Witcher 3: Wild Hunt: 254,00 TL","The Witcher 3: Wild Hunt – Complete Edition; The Witcher 3: Wild Hunt",Нет,Да,"",https://store.playstation.com/en-tr/concept/204794,2022-12-13,"Role Playing Games",PEGI_18,"Стандартное издание",—,10
54,PPSA06016,"HELLDIVERS™ 2","Sony Interactive Entertainment","PS5",Нет,1.049,25 TL,"Standard Edition: Included; Super Citizen Edition: 1.679,20 TL","Standard Edition; Super Citizen Edition",Нет,Да,"PS Plus Extra",https://store.playstation.com/en-tr/concept/10000657,2024-02-08,"Action",PEGI_18,"HELLDIVERS™ 2; ‘DP-53 Savior of the Free’ Armour Set.; ‘Will of the People’ Cape.; ‘MP-98 Knight’ Weapon.; Super Citizen Status.; Stratagem Hero Ship Game.; Premium Warbond Token",—,17
55,PPSA10594,"TEKKEN 8","BANDAI NAMCO ENTERTAINMENT EUROPE","PS5",Нет,1.049,40 TL,"Standard Edition: 1.049,40 TL; TEKKEN 8 - DEMO: Free; Advanced Edition: 2.149,00 TL; Season 2 Deluxe Edition: 3.449,00 TL; Season 2 Ultimate Edition: 2.694,30 TL","Standard Edition; TEKKEN 8 - DEMO; Advanced Edition; Season 2 Deluxe Edition; Season 2 Ultimate Edition",Нет,Да,"",https://store.playstation.com/en-tr/concept/10006270,2024-01-25,"Action",PEGI_16,"TEKKEN 8; 3 Additional playable characters; 8 Additional playable characters; 3-day Early Access for future DLC; 4 Additional battle stages; Character Costume: Gold Suit Pack; Avatar Costume: Classic TEKKEN Tee Set; 4 Avatar Skins",—,17
56,PPSA02584,"Genshin Impact","COGNOSPHERE PTE. LTD.","PS5",Нет,Free,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10000896,2021-04-27,"Action",PEGI_12,"Стандартное издание",—,16
57,PPSA02572,"Alan Wake 2","Epic Games Inc.","PS5",Нет,1.099,00 TL,"Standard Edition: Game Trial; Deluxe Edition: 1.499,00 TL","Standard Edition; Deluxe Edition",Нет,Да,"",https://store.playstation.com/en-tr/concept/10002065,2023-10-27,"Horror",PEGI_18,"Alan Wake 2; Expansion Pass; Crimson Windbreaker for Saga; Celebrity Suit for Alan; Parliament Shotgun Skin for Alan; Lantern Charm for Saga",—,14
58,PPSA01948,"War Thunder","Gaijin Distribution KFT","PS5",Нет,343,00 TL,"War Thunder - USSR Starter Bundle: 343,00 TL; War Thunder - US Starter Bundle: 215,00 TL; War Thunder - Senrai Maidens: Usagi Bundle: 2.999,00 TL; War Thunder - Senrai Maidens: Ling Bundle: 2.999,00 TL; War Thunder - Senrai Maidens: Emily Bundle: 2.999,00 TL; War Thunder - Puma u14 Bundle: 2.999,00 TL; War Thunder - German Starter Bundle: 215,00 TL; War Thunder - F-14D Bundle: 3.449,00 TL; War Thunder - Cyberpunk Airforce Snail Bundle: 0,00 TL; War Thunder: Free","War Thunder - USSR Starter Bundle; War Thunder - US Starter Bundle; War Thunder - Senrai Maidens: Usagi Bundle; War Thunder - Senrai Maidens: Ling Bundle; War Thunder - Senrai Maidens: Emily Bundle; War Thunder - Puma u14 Bundle; War Thunder - German Starter Bundle; War Thunder - F-14D Bundle; War Thunder - Cyberpunk Airforce Snail Bundle; War Thunder",Нет,Да,"",https://store.playstation.com/en-tr/concept/205366,2020-11-16,"Action",PEGI_16,"T-126 (Rank 1 USSR);; Zhukovsky's I-153-M62 (Rank 1 USSR);; 120.000 Silver Lions;; Premium Account for 7 days.; M3A1 Stuart tank (Rank 1, USA); Thach's F2A-1 plane (Rank 1, USA); 120.000 Silver Lions; SdKfz 140/1 (Rank 1, Germany);; Ju 87 R-2 Snake (Rank 1, Germany);; Cyberpunk Airforce Snail Decal; +75% research points for 10 battles x5; +75% Silver Lions for 10 battles x5",—,15
59,PPSA15304,"METAL GEAR SOLID Δ: SNAKE EATER","KONAMI","PS5",Нет,2.149,00 TL,"Standard Edition: 2.149,00 TL; Digital Deluxe Edition: 2.579,00 TL","Standard Edition; Digital Deluxe Edition",Нет,Да,"",https://store.playstation.com/en-tr/concept/10007293,2025-08-27,"Action",PEGI_18,"METAL GEAR SOLID Δ: SNAKE EATER; Sneaking DLC Pack",—,16
60,CUSA08630,"Call of Duty®: WWII - Gold Edition","Activision Blizzard Int'l BV","PS4",Нет,254,00 TL,"Call of Duty®: WWII - Gold Edition: 254,00 TL; Call of Duty®: WWII - Digital Deluxe Edition: 1.102,15 TL","Call of Duty®: WWII - Gold Edition; Call of Duty®: WWII - Digital Deluxe Edition",Нет,Нет,"",https://store.playstation.com/en-tr/concept/227115,2018-05-07,"Shooter",PEGI_18,"Стандартное издание",—,14
61,PPSA07642,"The Last of Us™ Part I","Sony Interactive Entertainment","PS5",Нет,3.449,00 TL,"Standard Edition: Included; Digital Deluxe Edition: 3.149,00 TL","Standard Edition; Digital Deluxe Edition",Да,Да,"PS Plus Extra",https://store.playstation.com/en-tr/concept/10002694,2022-09-01,"Action",PEGI_18,"The Last of Us™ Part I (PS5™); Left Behind Prequel Chapter; Two skill upgrades (early unlock); Pistol/rifle upgrade (early unlock); Explosive arrows (early unlock); Dither Punk Filter (early unlock); Speedrun Mode (early unlock); Six weapon skins (early unlock)",—,16
62,PPSA07933,"Medieval Dynasty","Toplitz Productions","PS5",Нет,1.199,00 TL,"Medieval Dynasty: 1.199,00 TL; Medieval & Sengoku Dynasty: 1.289,40 TL; Echoes Edition: 1.547,00 TL; Complete Edition: 1.749,00 TL; Medieval Dynasty: 1.049,00 TL","Medieval Dynasty; Medieval & Sengoku Dynasty; Echoes Edition; Complete Edition; Medieval Dynasty",Нет,Да,"",https://store.playstation.com/en-tr/concept/10005204,2022-10-06,"Simulation",PEGI_16,"Medieval Dynasty; Medieval Dynasty - Echoes of Nature; Medieval Dynasty - Exquisite Pack",—,17
63,PPSA04929,"SnowRunner - 5-Year Anniversary Edition","Focus Entertainment","PS4, PS5",Нет,1.399,00 TL,"Standard Edition: 1.399,00 TL; 1-Year Anniversary Edition: 1.749,00 TL; 5-Year Anniversary Edition: 5.599,00 TL","Standard Edition; 1-Year Anniversary Edition; 5-Year Anniversary Edition",Нет,Да,"",https://store.playstation.com/en-tr/concept/234959,2025-09-04,"Simulation",PEGI_3,"SnowRunner; SnowRunner - Year 1 Pass; SnowRunner - Anniversary DLC; SnowRunner - Year 2 Pass; SnowRunner - Year 3 Pass; SnowRunner - Year 4 Pass; SnowRunner - Year 5 Pass",—,18
64,PPSA04348,"Call of Duty®: Vanguard - Cross-Gen Bundle","Activision Blizzard Int'l BV","PS4, PS5",Нет,499,00 TL,"Standard Edition: 499,00 TL; Cross-Gen Edition: 197,67 TL","Standard Edition; Cross-Gen Edition",Да,Да,"",https://store.playstation.com/en-tr/concept/10001234,2021-11-04,"Shooter",PEGI_18,"Call of Duty®: Vanguard; Frontline Weapons Pack; Vanguard for PS4™/PS5™; 5 hours 2WXP",—,17
65,PPSA21669,"Marvel Rivals","UK Netease Interactive Entertainment Limited","PS5",Нет,Free,"Marvel Rivals: Free; Marvel Rivals: Free","Marvel Rivals; Marvel Rivals",Нет,Да,"",https://store.playstation.com/en-tr/concept/10010451,2024-12-06,"Action",PEGI_12,"Стандартное издание",—,17
66,PPSA25286,"Crimson Desert","PEARL ABYSS","PS5",Нет,2.999,00 TL,"Standard Edition: 2.999,00 TL; Deluxe Edition: 3.449,00 TL","Standard Edition; Deluxe Edition",Нет,Да,"",https://store.playstation.com/en-tr/concept/10002363,2026-03-19,"Adventure",PEGI_18,"Crimson Desert (Main Game); [PS5 Bonus] Grotevant Plate Set; [Deluxe Pack] Kairos Plate Set; [Deluxe Pack] Balgran Shield; [Deluxe Pack] Exclaire Horse Tack Set",—,15
67,PPSA01769,"HITMAN World of Assassination","IO Interactive A/S","PS4, PS5",Нет,2.999,00 TL,"World of Assassination: 2.999,00 TL; WOA Part One - VR Edition: 1.749,00 TL; WOA Part One: 259,80 TL; WOA Deluxe Edition: 4.299,00 TL; HITMAN WOA Free Demo: Free","World of Assassination; WOA Part One - VR Edition; WOA Part One; WOA Deluxe Edition; HITMAN WOA Free Demo",Нет,Да,"",https://store.playstation.com/en-tr/concept/10000248,2023-01-26,"Action",PEGI_18,"Full HITMAN 1 Campaign; Full HITMAN 2 Campaign; Full HITMAN 3 Campaign; +20 Locations +1000 challenges; PSVR Support for PS4™; Freelancer Game Mode; Limited Access to Celebrity Targets; HITMAN WOA Part 1; PS VR2 Support; Full Ambidexterity; Dual-wielding; Rotating Seasonal Content; 6 Locations +360 Challenges; 3 Themed Escalation Contracts; Bonus Campaign: Patient Zero; All HITMAN content from other Editions; HITMAN 2 Expansion Pack; HITMAN 3 Deluxe Pack; HITMAN 3 Seven Deadly Sins Collection; ICA Training Facility Missions; Sebastian Principle Escalation (Dubai)",—,15
68,PPSA04874,"Apex Legends™ PS5","EA Swiss Sarl","PS5",Нет,Free,"Apex Legends™ PS5: Free; Apex Legends™ PS4™: Free","Apex Legends™ PS5; Apex Legends™ PS4™",Да,Да,"",https://store.playstation.com/en-tr/concept/232352,2022-03-28,"Action",PEGI_16,"Стандартное издание",—,14
69,PPSA34502,"Call of Duty®: Black Ops II","Activision","PS4, PS5",Нет,1.600,00 TL,"","",Да,Да,"",https://store.playstation.com/en-tr/concept/10017658,2026-07-09,"Shooter",PEGI_18,"Стандартное издание",—,8
70,PPSA31246,"Resident Evil Requiem","CE EUROPE LIMITED","PS5",Нет,3.449,00 TL,"Standard Edition: 3.449,00 TL; Resident Evil Requiem - Demo: Free; Deluxe Edition: 3.849,00 TL","Standard Edition; Resident Evil Requiem - Demo; Deluxe Edition",Да,Да,"",https://store.playstation.com/en-tr/concept/10015533,2026-02-26,"Action",PEGI_18,"Resident Evil Requiem; Deluxe Kit",—,17
71,PPSA17296,"Asphalt Legends","Gameloft SE","PS5",Нет,Free,"Asphalt Legends: Free; Asphalt Legends: Free","Asphalt Legends; Asphalt Legends",Нет,Да,"",https://store.playstation.com/en-tr/concept/10008740,2024-07-17,"Driving/Racing",PEGI_7,"Стандартное издание",—,14
72,PPSA02008,"World of Tanks Modern Armor","Wargaming Group Ltd","PS5",Нет,1.299,00 TL,"World of Tanks Modern Armor: Free; World of Tanks Modern Armor: 1.299,00 TL; World of Tanks Modern Armor: 849,00 TL","World of Tanks Modern Armor; World of Tanks Modern Armor; World of Tanks Modern Armor",Нет,Да,"",https://store.playstation.com/en-tr/concept/212581,2021-10-26,"Action",PEGI_12,"Стандартное издание",—,17
73,PPSA16833,"LEGO® Batman™: Legacy of the Dark Knight","WARNER BROS INTERACTIVE ENTERTAINMENT","PS5",Нет,2.999,00 TL,"Standard Edition: Game Trial; Deluxe Edition: 3.849,00 TL","Standard Edition; Deluxe Edition",Нет,Да,"",https://store.playstation.com/en-tr/concept/10008537,2026-05-21,"Action",PEGI_7,"Full Base Game; Arkham Trilogy Pack; Batman Beyond Pack; Party Music Pack; Mayhem Collection",—,17
74,PPSA14723,"The Crew Motorfest Cross-Gen Bundle","Ubisoft","PS4, PS5",Нет,375,80 TL,"Cross-Gen Bundle: Free; Standard Edition: Free; Deluxe Edition: 2.999,00 TL; Ultimate Year 2 Edition: 3.499,00 TL; Ultimate Year 3 Edition: 1.679,60 TL","Cross-Gen Bundle; Standard Edition; Deluxe Edition; Ultimate Year 2 Edition; Ultimate Year 3 Edition",Нет,Да,"PS Plus Extra",https://store.playstation.com/en-tr/concept/10002313,2023-09-14,"Driving/Racing",PEGI_12,"The Crew Motorfest PS4® & PS5®; The Crew Motorfest PS4®; Fitted Rainbow Pack; Fitted Jungle Pack; The Crew Motorfest PS5 & PS4; Year 2 Pass; Year 1 Pass; Year 3 Pass",—,14
75,PPSA01532,"Assassin's Creed Valhalla","Ubisoft","PS4, PS5",Нет,5.599,00 TL,"Assassin’s Creed® Valhalla + Watch Dogs®: Legion Bundle: 5.599,00 TL; Assassin’s Creed® Valhalla + Immortals Fenyx Rising™ Bundle: 4.299,00 TL; Assassin's Creed Valhalla - Deluxe Edition: 762,71 TL; Assassin's Creed Valhalla: Included; Ragnarok Edition: 2.499,00 TL; Assassin's Creed Valhalla - Complete Edition: 975,00 TL","Assassin’s Creed® Valhalla + Watch Dogs®: Legion Bundle; Assassin’s Creed® Valhalla + Immortals Fenyx Rising™ Bundle; Assassin's Creed Valhalla - Deluxe Edition; Assassin's Creed Valhalla; Ragnarok Edition; Assassin's Creed Valhalla - Complete Edition",Да,Да,"PS Plus Extra",https://store.playstation.com/en-tr/concept/10000237,2020-11-11,"Role Playing Games",PEGI_18,"Assassin's Creed Valhalla; Ultimate Pack includes:; Berserker Gear Pack; Berserker Settlement Pack; Berserker Longship Pack; Assassin's Creed Valhalla for PS5™; Assassin's Creed Valhalla PS4 & PS5; Dawn of Ragnarök expansion; Season Pass; - The Legend of Beowulf quest; - Wrath of the Druids expansion; - The Siege of Paris expansion; Ultimate Pack",—,15
76,CUSA04865,"Gang Beasts","BONELOAF LIMITED","PS4",Нет,699,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/216234,2017-12-11,"Fighting",PEGI_7,"Стандартное издание",—,14
77,CUSA07904,"Call of Duty®: Modern Warfare® 2 Campaign Remastered","Activision Blizzard Int'l BV","PS4",Нет,86,44 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/229433,2020-03-30,"Shooter",PEGI_18,"Стандартное издание",—,8
78,PPSA02218,"WORLD OF WARSHIPS: LEGENDS","Wargaming Group Ltd","PS5",Нет,Free,"WORLD OF WARSHIPS: LEGENDS: Free; WORLD OF WARSHIPS: LEGENDS: Free","WORLD OF WARSHIPS: LEGENDS; WORLD OF WARSHIPS: LEGENDS",Да,Да,"",https://store.playstation.com/en-tr/concept/232796,2021-04-26,"Action",PEGI_12,"Стандартное издание",—,17
79,PPSA03541,"UFC® 5","EA Swiss Sarl","PS5",Нет,2.900,00 TL,"Standard Edition: 2.900,00 TL; Deluxe Edition: 3.300,00 TL; Ultimate Edition: 4.000,00 TL","Standard Edition; Deluxe Edition; Ultimate Edition",Нет,Нет,"EA Access",https://store.playstation.com/en-tr/concept/10002788,2023-10-26,"Fighting",PEGI_16,"UFC® 5 PS5™; Mike Tyson; Conor McGregor Alter Ego; Israel Adesanya Alter Ego; Alexander Volkanovski Alter Ego; Valentina Shevchenko Alter Ego; Leon Edwards Alter Ego; Origins Vanity Bundle; Muhammad Ali; Fedor Emelianenko; UFC Legends Bundle; Alter Egos: PRIDE Bundle; Alter Egos: Prime Bundle; Alter Egos: Origins Bundle; Origins Vanity Bundle (22 items)",—,11
80,PPSA32904,"EA SPORTS™ Madden NFL 27","EA Swiss Sarl","PS5",Нет,3.999,00 TL,"Standard Edition: 3.999,00 TL; EA SPORTS™ Kickoff Bundle: 5.499,00 TL; EA SPORTS™ Madden NFL 27 Deluxe Edition: 5.499,00 TL; MVP Bundle: 7.999,00 TL","Standard Edition; EA SPORTS™ Kickoff Bundle; EA SPORTS™ Madden NFL 27 Deluxe Edition; MVP Bundle",Нет,Нет,"EA Access",https://store.playstation.com/en-tr/concept/10016736,2026-08-06,"Sport",PEGI_16,"EA SPORTS™ Madden NFL 27; Madden NFL 27 Standard Edition; College Football 27 Standard Edition.; Madden NFL 27; 4600 Madden Points; MVP Bundle; College Football 27 Deluxe Edition; 4600 College Football Points; 1 Upgradable Ultimate Team™ Player; Madden NFL 27 Deluxe Edition; 1 Ultimate Team™ Evo Item",—,13
81,PPSA34237,"Mistfall Hunter","Skystone Games Pte. Ltd.","PS5",Нет,1.079,00 TL,"Mistfall Hunter: 1.079,00 TL; Deluxe Edition: 1.749,00 TL","Mistfall Hunter; Deluxe Edition",Нет,Да,"",https://store.playstation.com/en-tr/concept/10017212,2026-07-30,"Action",PEGI_16,"Base Game; Exclusive Outfit: Forsaken Skeleton; Exclusive Background: Shipwreck Coast; Exclusive Earrings: Web of Fate; Exclusive Pose: Justice; Exclusive Emotes: Pip's Daily Life; Exclusive Avatar: Dew; Exclusive Avatar Frame: Light Feather; Fate Coin x2,500",—,12
82,PPSA34501,"Call of Duty®: Black Ops","Activision","PS4, PS5",Нет,1.600,00 TL,"","",Да,Да,"",https://store.playstation.com/en-tr/concept/10017657,2026-07-09,"Shooter",PEGI_18,"Стандартное издание",—,8
83,PPSA02049,"Dead by Daylight PS4® & PS5®","Starbreeze Publishing AB","PS4, PS5",Нет,1.299,00 TL,"Jason Edition: 1.299,00 TL; Gold Edition: 2.499,00 TL; Dead by Daylight PS4® & PS5®: Included; 10th Anniversary Edition: 2.149,00 TL","Jason Edition; Gold Edition; Dead by Daylight PS4® & PS5®; 10th Anniversary Edition",Нет,Нет,"PS Plus Extra",https://store.playstation.com/en-tr/concept/227319,2020-11-11,"Horror",PEGI_18,"Стандартное издание",—,17
84,PPSA27836,"Onimusha: Way of the Sword","Capcom U.S.A., Inc.","PS5",Да,3.449,00 TL,"Onimusha: Way of the Sword DEMO: Free; Standard Edition: 3.449,00 TL; Deluxe Edition: 3.849,00 TL; Premium Deluxe Edition: 4.299,00 TL","Onimusha: Way of the Sword DEMO; Standard Edition; Deluxe Edition; Premium Deluxe Edition",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10013248,2026-09-03,"Action",PEGI_18,"Onimusha: Way of the Sword; Pre-order Bonus x 2; Deluxe Kit; Pre-order Bonus x 4; Premium Deluxe Kit",—,17
85,PPSA01980,"Warframe","Digital Extremes","PS5",Нет,Free,"Warframe (PS5): Free; Warframe®: Free","Warframe (PS5); Warframe®",Нет,Да,"",https://store.playstation.com/en-tr/concept/205342,2020-11-26,"Action",PEGI_18,"Стандартное издание",—,17
86,PPSA02633,"Street Fighter™ 6","CE EUROPE LIMITED","PS4, PS5",Нет,1.749,00 TL,"Standard Edition: 1.749,00 TL; Street Fighter™ 6 Demo: Free; Street Fighter™ 6 Demo: Free; Street Fighter™ 6 Years 1-2 Fighters Edition: 2.579,00 TL","Standard Edition; Street Fighter™ 6 Demo; Street Fighter™ 6 Demo; Street Fighter™ 6 Years 1-2 Fighters Edition",Нет,Да,"",https://store.playstation.com/en-tr/concept/10001615,2023-06-01,"Fighting",PEGI_12,"Street Fighter™ 6 (PS4™ & PS5™); Year 1 Character Pass; Year 2 Character Pass; Y1-2 Fighters Edition Stages & Colors",—,17
87,PPSA25153,"Jurassic World Evolution 3","FRONTIER DEVELOPMENTS PLC","PS5",Нет,2.099,00 TL,"Jurassic World Evolution 3: Game Trial; Deluxe Edition: 2.599,00 TL; Rebirth Bundle: 3.849,00 TL","Jurassic World Evolution 3; Deluxe Edition; Rebirth Bundle",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10012067,2025-10-21,"Strategy",PEGI_16,"Jurassic World Evolution 3; Deluxe Upgrade Pack",—,16
